mort2yr0,mort2yr1,woundRecur0,woundRecur1,C_L,Delta
0.2,0.4,0.35,0.3,0.15,-68.88554756093538
0.25,0.4,0.35,0.3,0.15,-49.54061515827203
0.30000000000000004,0.4,0.35,0.3,0.15,-32.585381139118795
0.35,0.4,0.35,0.3,0.15,-15.458898686853331
0.4,0.4,0.35,0.3,0.15,3.476268464328882
0.45,0.4,0.35,0.3,0.15,23.976198360820263
0.15,0.45,0.35,0.3,0.15,-107.66250341494805
0.2,0.45,0.35,0.3,0.15,-85.93592769421787
0.25,0.45,0.35,0.3,0.15,-71.30064016748179
0.30000000000000004,0.45,0.35,0.3,0.15,-52.56353303624962
0.35,0.45,0.35,0.3,0.15,-33.47949162391035
0.4,0.45,0.35,0.3,0.15,-12.436933895365144
0.45,0.45,0.35,0.3,0.15,2.4550462978446035
0.15,0.15,0.4,0.3,0.15,11.185660702958785
0.2,0.15,0.4,0.3,0.15,29.58283181137182
0.25,0.15,0.4,0.3,0.15,46.28920808513675
0.30000000000000004,0.15,0.4,0.3,0.15,66.8043656918158
0.35,0.15,0.4,0.3,0.15,80.13181550281445
0.4,0.15,0.4,0.3,0.15,97.14139888996425
0.45,0.15,0.4,0.3,0.15,121.75437391038577
0.15,0.2,0.4,0.3,0.15,-8.11890882056531
0.2,0.2,0.4,0.3,0.15,10.041824439654306
0.25,0.2,0.4,0.3,0.15,31.0968573454208
0.30000000000000004,0.2,0.4,0.3,0.15,45.10158783211068
0.35,0.2,0.4,0.3,0.15,64.26573419756352
0.4,0.2,0.4,0.3,0.15,85.70969026106809
0.45,0.2,0.4,0.3,0.15,102.81646078043627
0.15,0.25,0.4,0.3,0.15,-20.278322805390303
0.2,0.25,0.4,0.3,0.15,-5.914744382141691
0.25,0.25,0.4,0.3,0.15,15.100579903915502
0.30000000000000004,0.25,0.4,0.3,0.15,27.184058406590452
0.35,0.25,0.4,0.3,0.15,44.1966373432881
0.4,0.25,0.4,0.3,0.15,65.62811513907604
0.45,0.25,0.4,0.3,0.15,87.10373705231422
0.15,0.30000000000000004,0.4,0.3,0.15,-37.57101713636007
0.2,0.30000000000000004,0.4,0.3,0.15,-26.32657954157696
0.25,0.30000000000000004,0.4,0.3,0.15,-5.702800041746286
0.30000000000000004,0.30000000000000004,0.4,0.3,0.15,10.333394412086477
0.35,0.30000000000000004,0.4,0.3,0.15,27.38091174919407
0.4,0.30000000000000004,0.4,0.3,0.15,46.453399718089656
0.45,0.30000000000000004,0.4,0.3,0.15,68.024798710899
0.15,0.35,0.4,0.3,0.15,-59.197999806002656
0.2,0.35,0.4,0.3,0.15,-43.550518217380386
0.25,0.35,0.4,0.3,0.15,-25.587232309387332
0.30000000000000004,0.35,0.4,0.3,0.15,-6.435176821871039
0.35,0.35,0.4,0.3,0.15,7.395047495788674
0.4,0.35,0.4,0.3,0.15,28.418901770875493
0.45,0.35,0.4,0.3,0.15,48.61015916966261
0.15,0.4,0.4,0.3,0.15,-77.67319254441372
0.2,0.4,0.4,0.3,0.15,-61.95662697698299
0.25,0.4,0.4,0.3,0.15,-44.20156127541412
0.30000000000000004,0.4,0.4,0.3,0.15,-26.935488200978227
0.35,0.4,0.4,0.3,0.15,-8.372448387018721
0.4,0.4,0.4,0.3,0.15,9.860973454301643
0.45,0.4,0.4,0.3,0.15,30.991384585393575
0.15,0.45,0.4,0.3,0.15,-99.43107330709671
0.2,0.45,0.4,0.3,0.15,-80.44806634966346
0.25,0.45,0.4,0.3,0.15,-64.99566122019633
0.30000000000000004,0.45,0.4,0.3,0.15,-46.90202749823936
0.35,0.45,0.4,0.3,0.15,-26.252797621924856
0.4,0.45,0.4,0.3,0.15,-11.383773758012353
0.45,0.45,0.4,0.3,0.15,12.457864220260376
0.15,0.15,0.45,0.3,0.15,17.501300110842465
0.2,0.15,0.45,0.3,0.15,34.437368977492156
0.25,0.15,0.45,0.3,0.15,52.41267830845118
0.30000000000000004,0.15,0.45,0.3,0.15,70.9634939852856
0.35,0.15,0.45,0.3,0.15,88.2396861284754
0.4,0.15,0.45,0.3,0.15,108.69942403457708
0.45,0.15,0.45,0.3,0.15,123.68708426511682
0.15,0.2,0.45,0.3,0.15,1.3776764521213636
0.2,0.2,0.45,0.3,0.15,17.912704835767727
0.25,0.2,0.45,0.3,0.15,35.58512942369151
0.30000000000000004,0.2,0.45,0.3,0.15,53.7345964544441
0.35,0.2,0.45,0.3,0.15,68.4423205992411
0.4,0.2,0.45,0.3,0.15,88.78730198225946
0.45,0.2,0.45,0.3,0.15,110.82308422920488
0.15,0.25,0.45,0.3,0.15,-20.40921770683792
0.2,0.25,0.45,0.3,0.15,-2.165436175804018
0.25,0.25,0.45,0.3,0.15,20.51813825307545
0.30000000000000004,0.25,0.45,0.3,0.15,31.905057658806584
0.35,0.25,0.45,0.3,0.15,49.89718793179935
0.4,0.25,0.45,0.3,0.15,70.60042362633823
0.45,0.25,0.45,0.3,0.15,87.58906984403222
0.15,0.30000000000000004,0.45,0.3,0.15,-36.44694594695426
0.2,0.30000000000000004,0.45,0.3,0.15,-18.461024771840243
0.25,0.30000000000000004,0.45,0.3,0.15,-3.34030173031357
0.30000000000000004,0.30000000000000004,0.45,0.3,0.15,17.164034913910143
0.35,0.30000000000000004,0.45,0.3,0.15,31.251367579434202
0.4,0.30000000000000004,0.45,0.3,0.15,52.81390617687509
0.45,0.30000000000000004,0.45,0.3,0.15,69.28325320049777
0.15,0.35,0.45,0.3,0.15,-52.4751005069333
0.2,0.35,0.45,0.3,0.15,-37.9898791144916
0.25,0.35,0.45,0.3,0.15,-18.154866705094037
0.30000000000000004,0.35,0.45,0.3,0.15,-2.176740986071252
0.35,0.35,0.45,0.3,0.15,13.678166284937845
0.4,0.35,0.45,0.3,0.15,33.03889643127138
0.45,0.35,0.45,0.3,0.15,54.269672670707735
0.15,0.4,0.45,0.3,0.15,-74.61058416338966
0.2,0.4,0.45,0.3,0.15,-55.04609328801223
0.25,0.4,0.45,0.3,0.15,-41.483871834018544
0.30000000000000004,0.4,0.45,0.3,0.15,-19.511418882640555
0.35,0.4,0.45,0.3,0.15,-2.4387169412106005
0.4,0.4,0.45,0.3,0.15,15.888035946975208
0.45,0.4,0.45,0.3,0.15,32.839757841373796
0.15,0.45,0.45,0.3,0.15,-92.92962214972715
0.2,0.45,0.45,0.3,0.15,-77.98975786272791
0.25,0.45,0.45,0.3,0.15,-58.58464593735249
0.30000000000000004,0.45,0.45,0.3,0.15,-42.5090324290062
0.35,0.45,0.45,0.3,0.15,-24.793952994536482
0.4,0.45,0.45,0.3,0.15,-1.076781415138953
0.45,0.45,0.45,0.3,0.15,13.532181346814696
0.15,0.15,0.5,0.3,0.15,25.090769151936854
0.2,0.15,0.5,0.3,0.15,41.63263342933567
0.25,0.15,0.5,0.3,0.15,59.28934303442793
0.30000000000000004,0.15,0.5,0.3,0.15,75.63198401946948
0.35,0.15,0.5,0.3,0.15,94.07613625319351
0.4,0.15,0.5,0.3,0.15,111.05876511294889
0.45,0.15,0.5,0.3,0.15,129.73350716249251
0.15,0.2,0.5,0.3,0.15,6.429344367015517
0.2,0.2,0.5,0.3,0.15,23.99227273858878
0.25,0.2,0.5,0.3,0.15,39.40702999582339
0.30000000000000004,0.2,0.5,0.3,0.15,58.44101888394357
0.35,0.2,0.5,0.3,0.15,74.85044677681884
0.4,0.2,0.5,0.3,0.15,96.02445767680274
0.45,0.2,0.5,0.3,0.15,113.981418100067
0.15,0.25,0.5,0.3,0.15,-12.318161167323183
0.2,0.25,0.5,0.3,0.15,5.298282499552897
0.25,0.25,0.5,0.3,0.15,22.032592996330948
0.30000000000000004,0.25,0.5,0.3,0.15,41.462485072956326
0.35,0.25,0.5,0.3,0.15,54.93326766648818
0.4,0.25,0.5,0.3,0.15,75.49500207373848
0.45,0.25,0.5,0.3,0.15,94.92858944965496
0.15,0.30000000000000004,0.5,0.3,0.15,-31.753662183466588
0.2,0.30000000000000004,0.5,0.3,0.15,-11.94400807362382
0.25,0.30000000000000004,0.5,0.3,0.15,4.852817055261539
0.30000000000000004,0.30000000000000004,0.5,0.3,0.15,22.884563816339266
0.35,0.30000000000000004,0.5,0.3,0.15,39.83205154173476
0.4,0.30000000000000004,0.5,0.3,0.15,54.97004480551078
0.45,0.30000000000000004,0.5,0.3,0.15,78.50170394283208
0.15,0.35,0.5,0.3,0.15,-47.703175670689575
0.2,0.35,0.5,0.3,0.15,-30.38666946391959
0.25,0.35,0.5,0.3,0.15,-13.949222192626337
0.30000000000000004,0.35,0.5,0.3,0.15,1.8331636660044524
0.35,0.35,0.5,0.3,0.15,22.354180824572495
0.4,0.35,0.5,0.3,0.15,42.451066592698055
0.45,0.35,0.5,0.3,0.15,57.467796392415664
0.15,0.4,0.5,0.3,0.15,-66.50632677502892
0.2,0.4,0.5,0.3,0.15,-52.04704567648588
0.25,0.4,0.5,0.3,0.15,-33.560310445047776
0.30000000000000004,0.4,0.5,0.3,0.15,-17.364084328523802
0.35,0.4,0.5,0.3,0.15,2.4177061478677615
0.4,0.4,0.5,0.3,0.15,20.763953922474172
0.45,0.4,0.5,0.3,0.15,40.735575087424024
0.15,0.45,0.5,0.3,0.15,-84.99963175798234
0.2,0.45,0.5,0.3,0.15,-73.79458503717677
0.25,0.45,0.5,0.3,0.15,-53.02308175881558
0.30000000000000004,0.45,0.5,0.3,0.15,-35.815512437136135
0.35,0.45,0.5,0.3,0.15,-15.924672341076757
0.4,0.45,0.5,0.3,0.15,-0.7463657584486896
0.45,0.45,0.5,0.3,0.15,19.62896546294263
0.15,0.15,0.55,0.3,0.15,30.989709581098737
0.2,0.15,0.55,0.3,0.15,49.13646865007712
0.25,0.15,0.55,0.3,0.15,61.13372980226325
0.30000000000000004,0.15,0.55,0.3,0.15,82.28984175134656
0.35,0.15,0.55,0.3,0.15,96.95407610891948
0.4,0.15,0.55,0.3,0.15,116.19522259185868
0.45,0.15,0.55,0.3,0.15,136.44055414443443
0.15,0.2,0.55,0.3,0.15,11.251281239111904
0.2,0.2,0.55,0.3,0.15,29.38596910139023
0.25,0.2,0.55,0.3,0.15,45.5760772849884
0.30000000000000004,0.2,0.55,0.3,0.15,63.95478339940979
0.35,0.2,0.55,0.3,0.15,81.96403572246487
0.4,0.2,0.55,0.3,0.15,96.91050858252078
0.45,0.2,0.55,0.3,0.15,116.42824737223674
0.15,0.25,0.55,0.3,0.15,-5.667165238339237
0.2,0.25,0.55,0.3,0.15,9.97599178096499
0.25,0.25,0.55,0.3,0.15,26.70043022740805
0.30000000000000004,0.25,0.55,0.3,0.15,47.76347457655254
0.35,0.25,0.55,0.3,0.15,62.70638362320523
0.4,0.25,0.55,0.3,0.15,81.25692994843217
0.45,0.25,0.55,0.3,0.15,102.14693037197208
0.15,0.30000000000000004,0.55,0.3,0.15,-23.803854694217478
0.2,0.30000000000000004,0.55,0.3,0.15,-9.5855173335936
0.25,0.30000000000000004,0.55,0.3,0.15,10.387607510595217
0.30000000000000004,0.30000000000000004,0.55,0.3,0.15,26.632521656514257
0.35,0.30000000000000004,0.55,0.3,0.15,47.156842216278505
0.4,0.30000000000000004,0.55,0.3,0.15,62.15298977519615
0.45,0.30000000000000004,0.55,0.3,0.15,84.92610286358467
0.15,0.35,0.55,0.3,0.15,-37.7084499933473
0.2,0.35,0.55,0.3,0.15,-26.781796810596063
0.25,0.35,0.55,0.3,0.15,-8.155942427452032
0.30000000000000004,0.35,0.55,0.3,0.15,9.816740866503608
0.35,0.35,0.55,0.3,0.15,24.814836895175517
0.4,0.35,0.55,0.3,0.15,45.390167633248495
0.45,0.35,0.55,0.3,0.15,61.92234798606961
0.15,0.4,0.55,0.3,0.15,-63.20391522476791
0.2,0.4,0.55,0.3,0.15,-43.47653979823127
0.25,0.4,0.55,0.3,0.15,-31.055837593003844
0.30000000000000004,0.4,0.55,0.3,0.15,-10.934072895677502
0.35,0.4,0.55,0.3,0.15,8.241904145610363
0.4,0.4,0.55,0.3,0.15,30.007997539216888
0.45,0.4,0.55,0.3,0.15,45.04635821438916
0.15,0.45,0.55,0.3,0.15,-78.5413013988038
0.2,0.45,0.55,0.3,0.15,-66.8096489894852
0.25,0.45,0.55,0.3,0.15,-46.016798458383334
0.30000000000000004,0.45,0.55,0.3,0.15,-26.99336183393558
0.35,0.45,0.55,0.3,0.15,-10.09834770981763
0.4,0.45,0.55,0.3,0.15,7.128297676492991
0.45,0.45,0.55,0.3,0.15,23.213910919920977
0.15,0.15,0.25,0.35,0.15,-11.203463585944576
0.2,0.15,0.25,0.35,0.15,4.136051808600087
0.25,0.15,0.25,0.35,0.15,23.163372702935305
0.30000000000000004,0.15,0.25,0.35,0.15,46.11240647155603
0.35,0.15,0.25,0.35,0.15,64.24831186731979
0.4,0.15,0.25,0.35,0.15,81.45726284870625
0.45,0.15,0.25,0.35,0.15,101.41143494756352
0.15,0.2,0.25,0.35,0.15,-29.950718642971594
0.2,0.2,0.25,0.35,0.15,-10.606108135135685
0.25,0.2,0.25,0.35,0.15,3.4565381295699353
0.30000000000000004,0.2,0.25,0.35,0.15,26.40471857096287
0.35,0.2,0.25,0.35,0.15,46.36273656475936
0.4,0.2,0.25,0.35,0.15,63.00352111373462
0.45,0.2,0.25,0.35,0.15,82.59783486860937
0.15,0.25,0.25,0.35,0.15,-45.748673125381345
0.2,0.25,0.25,0.35,0.15,-28.085686044036436
0.25,0.25,0.25,0.35,0.15,-12.141339698266165
0.30000000000000004,0.25,0.25,0.35,0.15,5.313859393904238
0.35,0.25,0.25,0.35,0.15,23.016016475603294
0.4,0.25,0.25,0.35,0.15,45.621908367314745
0.45,0.25,0.25,0.35,0.15,64.87463242418579
0.15,0.30000000000000004,0.25,0.35,0.15,-67.2343533883801
0.2,0.30000000000000004,0.25,0.35,0.15,-44.646926255348205
0.25,0.30000000000000004,0.25,0.35,0.15,-28.701901111657605
0.30000000000000004,0.30000000000000004,0.25,0.35,0.15,-8.717511224574821
0.35,0.30000000000000004,0.25,0.35,0.15,4.922983160985041
0.4,0.30000000000000004,0.25,0.35,0.15,26.358924620262258
0.45,0.30000000000000004,0.25,0.35,0.15,47.64600338013753
0.15,0.35,0.25,0.35,0.15,-83.23939173947144
0.2,0.35,0.25,0.35,0.15,-65.88514165105067
0.25,0.35,0.25,0.35,0.15,-48.70771281710705
0.30000000000000004,0.35,0.25,0.35,0.15,-29.753941569317703
0.35,0.35,0.25,0.35,0.15,-9.630759073035392
0.4,0.35,0.25,0.35,0.15,8.014765606102628
0.45,0.35,0.25,0.35,0.15,30.568644896956755
0.15,0.4,0.25,0.35,0.15,-102.66938586283493
0.2,0.4,0.25,0.35,0.15,-82.73732304615152
0.25,0.4,0.25,0.35,0.15,-66.99234469025583
0.30000000000000004,0.4,0.25,0.35,0.15,-47.048277168743596
0.35,0.4,0.25,0.35,0.15,-29.506770278901854
0.4,0.4,0.25,0.35,0.15,-8.457183546451063
0.45,0.4,0.25,0.35,0.15,11.110682098911923
0.15,0.45,0.25,0.35,0.15,-123.11975354967302
0.2,0.45,0.25,0.35,0.15,-103.41936002057469
0.25,0.45,0.25,0.35,0.15,-86.99848837250948
0.30000000000000004,0.45,0.25,0.35,0.15,-67.04531798189453
0.35,0.45,0.25,0.35,0.15,-46.837245441507946
0.4,0.45,0.25,0.35,0.15,-29.87368845725905
0.45,0.45,0.25,0.35,0.15,-11.898001644461488
0.15,0.15,0.3,0.35,0.15,-4.713952188547751
0.2,0.15,0.3,0.35,0.15,10.82540136781472
0.25,0.15,0.3,0.35,0.15,28.392525666242022
0.30000000000000004,0.15,0.3,0.35,0.15,49.48854500855202
0.35,0.15,0.3,0.35,0.15,67.67681683238999
0.4,0.15,0.3,0.35,0.15,84.57343215584581
0.45,0.15,0.3,0.35,0.15,105.03622893637373
0.15,0.2,0.3,0.35,0.15,-22.240054942613085
0.2,0.2,0.3,0.35,0.15,-5.152740486631842
0.25,0.2,0.3,0.35,0.15,14.826660859323908
0.30000000000000004,0.2,0.3,0.35,0.15,28.75414686742448
0.35,0.2,0.3,0.35,0.15,50.70899347941162
0.4,0.2,0.3,0.35,0.15,70.10689804399186
0.45,0.2,0.3,0.35,0.15,87.39463098323819
0.15,0.25,0.3,0.35,0.15,-41.79001022642393
0.2,0.25,0.3,0.35,0.15,-23.82474321304761
0.25,0.25,0.3,0.35,0.15,-6.137536293769074
0.30000000000000004,0.25,0.3,0.35,0.15,11.905698844716085
0.35,0.25,0.3,0.35,0.15,28.17592163362184
0.4,0.25,0.3,0.35,0.15,52.001589789483944
0.45,0.25,0.3,0.35,0.15,72.5572057917721
0.15,0.30000000000000004,0.3,0.35,0.15,-62.36518441913694
0.2,0.30000000000000004,0.3,0.35,0.15,-39.435238261583834
0.25,0.30000000000000004,0.3,0.35,0.15,-24.229073338369176
0.30000000000000004,0.30000000000000004,0.3,0.35,0.15,-5.216233113775445
0.35,0.30000000000000004,0.3,0.35,0.15,12.473734670976
0.4,0.30000000000000004,0.3,0.35,0.15,31.933525989977397
0.45,0.30000000000000004,0.3,0.35,0.15,48.25674321283287
0.15,0.35,0.3,0.35,0.15,-76.89427663435652
0.2,0.35,0.3,0.35,0.15,-60.49371300294695
0.25,0.35,0.3,0.35,0.15,-44.02809035700835
0.30000000000000004,0.35,0.3,0.35,0.15,-22.043456291151017
0.35,0.35,0.3,0.35,0.15,-7.178837510005792
0.4,0.35,0.3,0.35,0.15,15.619692934177579
0.45,0.35,0.3,0.35,0.15,33.74059792377011
0.15,0.4,0.3,0.35,0.15,-94.60755517956972
0.2,0.4,0.3,0.35,0.15,-78.7170142290583
0.25,0.4,0.3,0.35,0.15,-58.767622661250016
0.30000000000000004,0.4,0.3,0.35,0.15,-46.224080969098
0.35,0.4,0.3,0.35,0.15,-27.664647935223
0.4,0.4,0.3,0.35,0.15,-3.4966825430385597
0.45,0.4,0.3,0.35,0.15,13.655965501930893
0.15,0.45,0.3,0.35,0.15,-116.44606782916452
0.2,0.45,0.3,0.35,0.15,-102.32625133159735
0.25,0.45,0.3,0.35,0.15,-80.35464389265604
0.30000000000000004,0.45,0.3,0.35,0.15,-62.172521696823935
0.35,0.45,0.3,0.35,0.15,-44.27766904204299
0.4,0.45,0.3,0.35,0.15,-26.835864858776006
0.45,0.45,0.3,0.35,0.15,-1.189204547161637
0.2,0.15,0.35,0.35,0.15,18.976686055469145
0.25,0.15,0.35,0.35,0.15,33.501450434337016
0.30000000000000004,0.15,0.35,0.35,0.15,50.80499775330787
0.35,0.15,0.35,0.35,0.15,69.83436052650319
0.4,0.15,0.35,0.35,0.15,89.6972067877631
0.45,0.15,0.35,0.35,0.15,110.00449119607651
0.15,0.2,0.35,0.35,0.15,-20.226510729461722
0.25,0.2,0.35,0.35,0.15,19.818724978878038
0.30000000000000004,0.2,0.35,0.35,0.15,37.70907290382871
0.35,0.2,0.35,0.35,0.15,49.70905644875404
0.4,0.2,0.35,0.35,0.15,74.89076607557547
0.45,0.2,0.35,0.35,0.15,93.54258455176506
0.15,0.25,0.35,0.35,0.15,-34.55233629408781
0.2,0.25,0.35,0.35,0.15,-19.06938228457267
0.30000000000000004,0.25,0.35,0.35,0.15,17.90224057137152
0.35,0.25,0.35,0.35,0.15,37.9445226246155
0.4,0.25,0.35,0.35,0.15,57.24294489173769
0.45,0.25,0.35,0.35,0.15,73.12951899423933
0.15,0.30000000000000004,0.35,0.35,0.15,-54.23889720076397
0.2,0.30000000000000004,0.35,0.35,0.15,-30.61433043620724
0.25,0.30000000000000004,0.35,0.35,0.15,-18.61244392296186
0.35,0.30000000000000004,0.35,0.35,0.15,19.99022318591193
0.4,0.30000000000000004,0.35,0.35,0.15,37.640017200551995
0.45,0.30000000000000004,0.35,0.35,0.15,56.34744551032287
0.15,0.35,0.35,0.35,0.15,-69.10864471642441
0.2,0.35,0.35,0.35,0.15,-52.92103274019843
0.25,0.35,0.35,0.35,0.15,-35.31217934810604
0.30000000000000004,0.35,0.35,0.35,0.15,-18.579462547056437
0.4,0.35,0.35,0.35,0.15,18.17206620620823
0.45,0.35,0.35,0.35,0.15,38.15412271221476
0.15,0.4,0.35,0.35,0.15,-92.73573291326812
0.2,0.4,0.35,0.35,0.15,-76.38094193013433
0.25,0.4,0.35,0.35,0.15,-52.65992739829932
0.30000000000000004,0.4,0.35,0.35,0.15,-37.5003777314264
0.35,0.4,0.35,0.35,0.15,-20.38375213261179
0.45,0.4,0.35,0.35,0.15,18.327494277849496
0.15,0.45,0.35,0.35,0.15,-110.0138313992565
0.2,0.45,0.35,0.35,0.15,-93.66068464737026
0.25,0.45,0.35,0.35,0.15,-74.76334701208066
0.30000000000000004,0.45,0.35,0.35,0.15,-56.21748960954079
0.35,0.45,0.35,0.35,0.15,-39.40306254281859
0.4,0.45,0.35,0.35,0.15,-19.80668044362318
0.15,0.15,0.4,0.35,0.15,7.7264102579603104
0.2,0.15,0.4,0.35,0.15,23.44111716469996
0.25,0.15,0.4,0.35,0.15,41.425800595769374
0.30000000000000004,0.15,0.4,0.35,0.15,57.826491695075674
0.35,0.15,0.4,0.35,0.15,77.24211169918493
0.4,0.15,0.4,0.35,0.15,97.12164644169735
0.45,0.15,0.4,0.35,0.15,113.1772047822505
0.15,0.2,0.4,0.35,0.15,-10.747248827714486
0.2,0.2,0.4,0.35,0.15,5.27159869640019
0.25,0.2,0.4,0.35,0.15,24.26664363161666
0.30000000000000004,0.2,0.4,0.35,0.15,43.43607844251591
0.35,0.2,0.4,0.35,0.15,58.95574730336705
0.4,0.2,0.4,0.35,0.15,78.11155950307727
0.45,0.2,0.4,0.35,0.15,97.22552865857836
0.15,0.25,0.4,0.35,0.15,-29.20864646664387
0.2,0.25,0.4,0.35,0.15,-10.489350328917965
0.25,0.25,0.4,0.35,0.15,4.195903073644274
0.30000000000000004,0.25,0.4,0.35,0.15,24.3489116876367
0.35,0.25,0.4,0.35,0.15,43.27312628869464
0.4,0.25,0.4,0.35,0.15,63.47368342741487
0.45,0.25,0.4,0.35,0.15,79.27109663867839
0.15,0.30000000000000004,0.4,0.35,0.15,-45.551006858792164
0.2,0.30000000000000004,0.4,0.35,0.15,-31.234837866824137
0.25,0.30000000000000004,0.4,0.35,0.15,-12.614269567714018
0.30000000000000004,0.30000000000000004,0.4,0.35,0.15,5.497743478572318
0.35,0.30000000000000004,0.4,0.35,0.15,25.00054449363438
0.4,0.30000000000000004,0.4,0.35,0.15,43.7915802360551
0.45,0.30000000000000004,0.4,0.35,0.15,62.261023204113144
0.15,0.35,0.4,0.35,0.15,-63.58379385496386
0.2,0.35,0.4,0.35,0.15,-47.143378779356965
0.25,0.35,0.4,0.35,0.15,-31.006118008581552
0.30000000000000004,0.35,0.4,0.35,0.15,-12.353472018900447
0.35,0.35,0.4,0.35,0.15,6.129888019145994
0.4,0.35,0.4,0.35,0.15,23.423670122836654
0.45,0.35,0.4,0.35,0.15,39.81183354849077
0.15,0.4,0.4,0.35,0.15,-85.47136071941236
0.2,0.4,0.4,0.35,0.15,-66.34773238440852
0.25,0.4,0.4,0.35,0.15,-46.12858821499947
0.30000000000000004,0.4,0.4,0.35,0.15,-32.98495368893646
0.35,0.4,0.4,0.35,0.15,-9.003914190406874
0.4,0.4,0.4,0.35,0.15,5.45832229418744
0.45,0.4,0.4,0.35,0.15,21.706706178595994
0.15,0.45,0.4,0.35,0.15,-103.86914870906998
0.2,0.45,0.4,0.35,0.15,-85.92427843914265
0.25,0.45,0.4,0.35,0.15,-69.72398149817946
0.30000000000000004,0.45,0.4,0.35,0.15,-52.34514662326973
0.35,0.45,0.4,0.35,0.15,-34.27585010333439
0.4,0.45,0.4,0.35,0.15,-13.555146745882894
0.45,0.45,0.4,0.35,0.15,4.009616046683789
0.15,0.15,0.45,0.35,0.15,11.734987995657775
0.2,0.15,0.45,0.35,0.15,29.163425102719657
0.25,0.15,0.45,0.35,0.15,46.78442418694823
0.30000000000000004,0.15,0.45,0.35,0.15,61.870475700703594
0.35,0.15,0.45,0.35,0.15,80.23588757663265
0.4,0.15,0.45,0.35,0.15,102.36857555254142
0.45,0.15,0.45,0.35,0.15,122.21329876031024
0.15,0.2,0.45,0.35,0.15,-4.945957079015045
0.2,0.2,0.45,0.35,0.15,11.004696990127172
0.25,0.2,0.45,0.35,0.15,27.66715664589151
0.30000000000000004,0.2,0.45,0.35,0.15,45.61418313597164
0.35,0.2,0.45,0.35,0.15,65.74384322739957
0.4,0.2,0.45,0.35,0.15,83.21295381669466
0.45,0.2,0.45,0.35,0.15,102.16488901915159
0.15,0.25,0.45,0.35,0.15,-21.121482494506836
0.2,0.25,0.45,0.35,0.15,-6.206209811773533
0.25,0.25,0.45,0.35,0.15,10.497244544801788
0.30000000000000004,0.25,0.45,0.35,0.15,28.58254631876872
0.35,0.25,0.45,0.35,0.15,49.95969566970808
0.4,0.25,0.45,0.35,0.15,65.24718686581843
0.45,0.25,0.45,0.35,0.15,89.96873343048225
0.15,0.30000000000000004,0.45,0.35,0.15,-41.949822155431605
0.2,0.30000000000000004,0.45,0.35,0.15,-22.7883835863218
0.25,0.30000000000000004,0.45,0.35,0.15,-8.265113130022542
0.30000000000000004,0.30000000000000004,0.45,0.35,0.15,10.552364413288672
0.35,0.30000000000000004,0.45,0.35,0.15,27.094894742333224
0.4,0.30000000000000004,0.45,0.35,0.15,44.7627940393827
0.45,0.30000000000000004,0.45,0.35,0.15,65.38122691636613
0.15,0.35,0.45,0.35,0.15,-60.17211570284593
0.2,0.35,0.45,0.35,0.15,-42.30759640321463
0.25,0.35,0.45,0.35,0.15,-22.24428722735024
0.30000000000000004,0.35,0.45,0.35,0.15,-6.918118286731271
0.35,0.35,0.45,0.35,0.15,12.034594016783444
0.4,0.35,0.45,0.35,0.15,28.973554223255462
0.45,0.35,0.45,0.35,0.15,50.72489619806345
0.15,0.4,0.45,0.35,0.15,-78.43246359499364
0.2,0.4,0.45,0.35,0.15,-62.926561316773586
0.25,0.4,0.45,0.35,0.15,-44.98453438066559
0.30000000000000004,0.4,0.45,0.35,0.15,-25.624219853978673
0.35,0.4,0.45,0.35,0.15,-6.130543822649997
0.4,0.4,0.45,0.35,0.15,11.628675094376149
0.45,0.4,0.45,0.35,0.15,29.703869677559
0.15,0.45,0.45,0.35,0.15,-97.85582978369979
0.2,0.45,0.45,0.35,0.15,-81.1338737989688
0.25,0.45,0.45,0.35,0.15,-66.50837719186086
0.30000000000000004,0.45,0.45,0.35,0.15,-46.48737679708603
0.35,0.45,0.45,0.35,0.15,-28.576118777130432
0.4,0.45,0.45,0.35,0.15,-10.064224377308562
0.45,0.45,0.45,0.35,0.15,7.47368720519313
0.15,0.15,0.5,0.35,0.15,16.13338399447673
0.2,0.15,0.5,0.35,0.15,36.07490934915933
0.25,0.15,0.5,0.35,0.15,53.53373584613257
0.30000000000000004,0.15,0.5,0.35,0.15,68.49172399732527
0.35,0.15,0.5,0.35,0.15,88.86996791041946
0.4,0.15,0.5,0.35,0.15,108.24508976455888
0.45,0.15,0.5,0.35,0.15,123.92208423892129
0.15,0.2,0.5,0.35,0.15,0.39943537105961013
0.2,0.2,0.5,0.35,0.15,18.18948028392026
0.25,0.2,0.5,0.35,0.15,32.439283047310994
0.30000000000000004,0.2,0.5,0.35,0.15,48.25657385742619
0.35,0.2,0.5,0.35,0.15,70.09234508405774
0.4,0.2,0.5,0.35,0.15,86.53018606190852
0.45,0.2,0.5,0.35,0.15,108.17208857596279
0.15,0.25,0.5,0.35,0.15,-15.31816865921894
0.2,0.25,0.5,0.35,0.15,0.7536864729451054
0.25,0.25,0.5,0.35,0.15,18.03076667540779
0.30000000000000004,0.25,0.5,0.35,0.15,32.680377468969084
0.35,0.25,0.5,0.35,0.15,51.138858680351404
0.4,0.25,0.5,0.35,0.15,69.95044799069507
0.45,0.25,0.5,0.35,0.15,91.30570996447682
