mort2yr0,mort2yr1,woundRecur0,woundRecur1,C_L,Delta
0.15,0.30000000000000004,0.5,0.35,0.15,-35.633867192750586
0.2,0.30000000000000004,0.5,0.35,0.15,-17.97280448159671
0.25,0.30000000000000004,0.5,0.35,0.15,-2.553223710109421
0.30000000000000004,0.30000000000000004,0.5,0.35,0.15,15.401540375274635
0.35,0.30000000000000004,0.5,0.35,0.15,31.69394411052565
0.4,0.30000000000000004,0.5,0.35,0.15,52.963390722981956
0.45,0.30000000000000004,0.5,0.35,0.15,72.38577259174679
0.15,0.35,0.5,0.35,0.15,-52.55112351772766
0.2,0.35,0.5,0.35,0.15,-34.718691609954476
0.25,0.35,0.5,0.35,0.15,-19.047078048782794
0.30000000000000004,0.35,0.5,0.35,0.15,-3.424316942487792
0.35,0.35,0.5,0.35,0.15,15.153110039983687
0.4,0.35,0.5,0.35,0.15,33.66619792016911
0.45,0.35,0.5,0.35,0.15,53.625563230593514
0.15,0.4,0.5,0.35,0.15,-71.83773105162265
0.2,0.4,0.5,0.35,0.15,-55.03717099048174
0.25,0.4,0.5,0.35,0.15,-40.76199706112203
0.30000000000000004,0.4,0.5,0.35,0.15,-21.732050350741076
0.35,0.4,0.5,0.35,0.15,-0.28057742915666495
0.4,0.4,0.5,0.35,0.15,15.69167415483912
0.45,0.4,0.5,0.35,0.15,33.388015619096336
0.15,0.45,0.5,0.35,0.15,-91.38832445833242
0.2,0.45,0.5,0.35,0.15,-73.79751875978059
0.25,0.45,0.5,0.35,0.15,-58.72755719160136
0.30000000000000004,0.45,0.5,0.35,0.15,-39.65756092715196
0.35,0.45,0.5,0.35,0.15,-24.130252916931113
0.4,0.45,0.5,0.35,0.15,-7.887571239557246
0.45,0.45,0.5,0.35,0.15,18.03094403873331
0.15,0.15,0.55,0.35,0.15,22.01035114563973
0.2,0.15,0.55,0.35,0.15,37.712793077400875
0.25,0.15,0.55,0.35,0.15,58.96332794348791
0.30000000000000004,0.15,0.55,0.35,0.15,75.23430676277007
0.35,0.15,0.55,0.35,0.15,94.97076864360554
0.4,0.15,0.55,0.35,0.15,111.53820756722462
0.45,0.15,0.55,0.35,0.15,129.75864444696464
0.15,0.2,0.55,0.35,0.15,4.727549220437652
0.2,0.2,0.55,0.35,0.15,24.86697826715249
0.25,0.2,0.55,0.35,0.15,39.87058535994248
0.30000000000000004,0.2,0.55,0.35,0.15,59.61677869942213
0.35,0.2,0.55,0.35,0.15,73.91488142001054
0.4,0.2,0.55,0.35,0.15,93.46617162863765
0.45,0.2,0.55,0.35,0.15,115.24709665423654
0.15,0.25,0.55,0.35,0.15,-10.965475286367962
0.2,0.25,0.55,0.35,0.15,4.608821681794552
0.25,0.25,0.55,0.35,0.15,22.69434615688931
0.30000000000000004,0.25,0.55,0.35,0.15,41.83271776438306
0.35,0.25,0.55,0.35,0.15,59.31129138004678
0.4,0.25,0.55,0.35,0.15,77.16289673971664
0.45,0.25,0.55,0.35,0.15,92.51413290194466
0.15,0.30000000000000004,0.55,0.35,0.15,-30.608239459220783
0.2,0.30000000000000004,0.55,0.35,0.15,-12.767461482097417
0.25,0.30000000000000004,0.55,0.35,0.15,5.941711668088033
0.30000000000000004,0.30000000000000004,0.55,0.35,0.15,23.382342587837
0.35,0.30000000000000004,0.55,0.35,0.15,38.698670953160615
0.4,0.30000000000000004,0.55,0.35,0.15,56.43762695821357
0.45,0.30000000000000004,0.55,0.35,0.15,75.36935860187214
0.15,0.35,0.55,0.35,0.15,-46.21122594354796
0.2,0.35,0.55,0.35,0.15,-31.14968562709487
0.25,0.35,0.55,0.35,0.15,-16.392398228372087
0.30000000000000004,0.35,0.55,0.35,0.15,3.8957375331499406
0.35,0.35,0.55,0.35,0.15,21.3753546888002
0.4,0.35,0.55,0.35,0.15,40.85142392022061
0.45,0.35,0.55,0.35,0.15,59.402507595025384
0.15,0.4,0.55,0.35,0.15,-68.41656026315229
0.2,0.4,0.55,0.35,0.15,-49.00944121887244
0.25,0.4,0.55,0.35,0.15,-31.688438600344796
0.30000000000000004,0.4,0.55,0.35,0.15,-18.062849340478408
0.35,0.4,0.55,0.35,0.15,2.6985143676710095
0.4,0.4,0.55,0.35,0.15,20.191596166318845
0.45,0.4,0.55,0.35,0.15,40.573239815515535
0.15,0.45,0.55,0.35,0.15,-86.16708767466844
0.2,0.45,0.55,0.35,0.15,-70.55403291427098
0.25,0.45,0.55,0.35,0.15,-51.38674677018855
0.30000000000000004,0.45,0.55,0.35,0.15,-36.81644115245933
0.35,0.45,0.55,0.35,0.15,-18.109888182800944
0.4,0.45,0.55,0.35,0.15,-0.7832498945641078
0.45,0.45,0.55,0.35,0.15,22.234804944817256
0.15,0.15,0.25,0.4,0.15,-18.277129139020133
0.2,0.15,0.25,0.4,0.15,-0.4930536408306807
0.25,0.15,0.25,0.4,0.15,17.69784827166859
0.30000000000000004,0.15,0.25,0.4,0.15,36.679417156626926
0.35,0.15,0.25,0.4,0.15,55.2276476696602
0.4,0.15,0.25,0.4,0.15,74.64788840571026
0.45,0.15,0.25,0.4,0.15,96.8320173487935
0.15,0.2,0.25,0.4,0.15,-33.27199870231959
0.2,0.2,0.25,0.4,0.15,-19.661125266226634
0.25,0.2,0.25,0.4,0.15,5.255946875404845
0.30000000000000004,0.2,0.25,0.4,0.15,19.85997915529458
0.35,0.2,0.25,0.4,0.15,38.48587174268687
0.4,0.2,0.25,0.4,0.15,58.529473870629886
0.45,0.2,0.25,0.4,0.15,75.16287123268984
0.15,0.25,0.25,0.4,0.15,-51.25235482081354
0.2,0.25,0.25,0.4,0.15,-37.72650762689966
0.25,0.25,0.25,0.4,0.15,-20.363317406855288
0.30000000000000004,0.25,0.25,0.4,0.15,6.314216442335692
0.35,0.25,0.25,0.4,0.15,20.532273090420063
0.4,0.25,0.25,0.4,0.15,38.357231586329874
0.45,0.25,0.25,0.4,0.15,57.019247745262305
0.15,0.30000000000000004,0.25,0.4,0.15,-70.4407606237063
0.2,0.30000000000000004,0.25,0.4,0.15,-54.82151315117562
0.25,0.30000000000000004,0.25,0.4,0.15,-36.58231130524638
0.30000000000000004,0.30000000000000004,0.25,0.4,0.15,-15.517281616195021
0.35,0.30000000000000004,0.25,0.4,0.15,2.3817502374099604
0.4,0.30000000000000004,0.25,0.4,0.15,24.20414116512086
0.45,0.30000000000000004,0.25,0.4,0.15,41.00387456721194
0.15,0.35,0.25,0.4,0.15,-91.45838334571647
0.2,0.35,0.25,0.4,0.15,-72.21918865790241
0.25,0.35,0.25,0.4,0.15,-51.75095399808481
0.30000000000000004,0.35,0.25,0.4,0.15,-32.5557081758289
0.35,0.35,0.25,0.4,0.15,-14.669669640278414
0.4,0.35,0.25,0.4,0.15,3.389621276031903
0.45,0.35,0.25,0.4,0.15,23.097275246855077
0.15,0.4,0.25,0.4,0.15,-105.55832806456385
0.2,0.4,0.25,0.4,0.15,-92.49244246213271
0.25,0.4,0.25,0.4,0.15,-73.18546606980937
0.30000000000000004,0.4,0.25,0.4,0.15,-54.32271561213577
0.35,0.4,0.25,0.4,0.15,-35.649788652853545
0.4,0.4,0.25,0.4,0.15,-15.525646722775832
0.45,0.4,0.25,0.4,0.15,1.8441116753553501
0.15,0.45,0.25,0.4,0.15,-127.41861124259032
0.2,0.45,0.25,0.4,0.15,-107.68923797419563
0.25,0.45,0.25,0.4,0.15,-90.32871865192504
0.30000000000000004,0.45,0.25,0.4,0.15,-71.8988532955401
0.35,0.45,0.25,0.4,0.15,-54.414027175576564
0.4,0.45,0.25,0.4,0.15,-33.225150778939906
0.45,0.45,0.25,0.4,0.15,-9.911376733304166
0.15,0.15,0.3,0.4,0.15,-12.081688904662656
0.2,0.15,0.3,0.4,0.15,9.650962111311799
0.25,0.15,0.3,0.4,0.15,27.373804681159413
0.30000000000000004,0.15,0.3,0.4,0.15,41.20890817995087
0.35,0.15,0.3,0.4,0.15,57.93732332938407
0.4,0.15,0.3,0.4,0.15,77.82907113943389
0.45,0.15,0.3,0.4,0.15,97.99863022840412
0.15,0.2,0.3,0.4,0.15,-29.062020569067954
0.2,0.2,0.3,0.4,0.15,-12.094516889179317
0.25,0.2,0.3,0.4,0.15,6.766264266249664
0.30000000000000004,0.2,0.3,0.4,0.15,26.338544077270853
0.35,0.2,0.3,0.4,0.15,44.06584948931879
0.4,0.2,0.3,0.4,0.15,61.04918322538623
0.45,0.2,0.3,0.4,0.15,80.24458369062063
0.15,0.25,0.3,0.4,0.15,-46.45528289620074
0.2,0.25,0.3,0.4,0.15,-26.924230622417497
0.25,0.25,0.3,0.4,0.15,-10.61792518811069
0.30000000000000004,0.25,0.3,0.4,0.15,7.064769072234185
0.35,0.25,0.3,0.4,0.15,24.642185171040524
0.4,0.25,0.3,0.4,0.15,44.15996653895377
0.45,0.25,0.3,0.4,0.15,64.37878536361927
0.15,0.30000000000000004,0.3,0.4,0.15,-61.90417128440146
0.2,0.30000000000000004,0.3,0.4,0.15,-45.986427088055734
0.25,0.30000000000000004,0.3,0.4,0.15,-26.611256578208668
0.30000000000000004,0.30000000000000004,0.3,0.4,0.15,-9.3697020365492
0.35,0.30000000000000004,0.3,0.4,0.15,4.759648236612804
0.4,0.30000000000000004,0.3,0.4,0.15,24.20327306576752
0.45,0.30000000000000004,0.3,0.4,0.15,47.757474497827616
0.15,0.35,0.3,0.4,0.15,-83.65975452026561
0.2,0.35,0.3,0.4,0.15,-65.54318084530826
0.25,0.35,0.3,0.4,0.15,-49.22978786739054
0.30000000000000004,0.35,0.3,0.4,0.15,-33.44673135735235
0.35,0.35,0.3,0.4,0.15,-11.505549513427582
0.4,0.35,0.3,0.4,0.15,8.000332031603762
0.45,0.35,0.3,0.4,0.15,30.818094438592084
0.15,0.4,0.3,0.4,0.15,-100.71883576805305
0.2,0.4,0.3,0.4,0.15,-82.7178033027111
0.25,0.4,0.3,0.4,0.15,-64.83177662404859
0.30000000000000004,0.4,0.3,0.4,0.15,-48.39581956209162
0.35,0.4,0.3,0.4,0.15,-31.361454923922338
0.4,0.4,0.3,0.4,0.15,-12.090754669227294
0.45,0.4,0.3,0.4,0.15,11.57600801438008
0.15,0.45,0.3,0.4,0.15,-118.83683499287622
0.2,0.45,0.3,0.4,0.15,-104.00951915392659
0.25,0.45,0.3,0.4,0.15,-83.63713328061084
0.30000000000000004,0.45,0.3,0.4,0.15,-66.62130505952246
0.35,0.45,0.3,0.4,0.15,-49.77527738524452
0.4,0.45,0.3,0.4,0.15,-30.103592981486088
0.45,0.45,0.3,0.4,0.15,-12.05071947497612
0.15,0.15,0.35,0.4,0.15,-3.3641939017116442
0.2,0.15,0.35,0.4,0.15,11.367304357435955
0.25,0.15,0.35,0.4,0.15,29.528762199179482
0.30000000000000004,0.15,0.35,0.4,0.15,46.78912936610067
0.35,0.15,0.35,0.4,0.15,63.15166007349143
0.4,0.15,0.35,0.4,0.15,86.23844850801527
0.45,0.15,0.35,0.4,0.15,103.9848072583676
0.15,0.2,0.35,0.4,0.15,-20.936379426535837
0.2,0.2,0.35,0.4,0.15,-4.377044816004229
0.25,0.2,0.35,0.4,0.15,12.824062165835585
0.30000000000000004,0.2,0.35,0.4,0.15,32.3488506969166
0.35,0.2,0.35,0.4,0.15,49.370138264926595
0.4,0.2,0.35,0.4,0.15,68.17411889782846
0.45,0.2,0.35,0.4,0.15,87.8689757573033
0.15,0.25,0.35,0.4,0.15,-39.693882943920926
0.2,0.25,0.35,0.4,0.15,-23.891095867661363
0.25,0.25,0.35,0.4,0.15,-8.374232765801139
0.30000000000000004,0.25,0.35,0.4,0.15,10.940412760622564
0.35,0.25,0.35,0.4,0.15,32.31037340641876
0.4,0.25,0.35,0.4,0.15,46.70347390963963
0.45,0.25,0.35,0.4,0.15,68.10137491746013
0.15,0.30000000000000004,0.35,0.4,0.15,-55.78839645148753
0.2,0.30000000000000004,0.35,0.4,0.15,-38.95004919992408
0.25,0.30000000000000004,0.35,0.4,0.15,-20.111691968386822
0.30000000000000004,0.30000000000000004,0.35,0.4,0.15,-4.866214584976149
0.35,0.30000000000000004,0.35,0.4,0.15,12.866043710743782
0.4,0.30000000000000004,0.35,0.4,0.15,33.589877721318146
0.45,0.30000000000000004,0.35,0.4,0.15,52.83214734952412
0.15,0.35,0.35,0.4,0.15,-73.99828370823019
0.2,0.35,0.35,0.4,0.15,-57.789151681337216
0.25,0.35,0.35,0.4,0.15,-39.169733370935774
0.30000000000000004,0.35,0.35,0.4,0.15,-22.87400800683355
0.35,0.35,0.35,0.4,0.15,-3.3013154927232904
0.4,0.35,0.35,0.4,0.15,10.111096777993794
0.45,0.35,0.35,0.4,0.15,30.69274093114126
0.15,0.4,0.35,0.4,0.15,-95.69495972925694
0.2,0.4,0.35,0.4,0.15,-78.69220495566987
0.25,0.4,0.35,0.4,0.15,-59.05553619041331
0.30000000000000004,0.4,0.35,0.4,0.15,-41.067994172071224
0.35,0.4,0.35,0.4,0.15,-23.64169336645415
0.4,0.4,0.35,0.4,0.15,-7.713773912995066
0.45,0.4,0.35,0.4,0.15,11.808167190078166
0.15,0.45,0.35,0.4,0.15,-115.73114993426304
0.2,0.45,0.35,0.4,0.15,-96.21845598770363
0.25,0.45,0.35,0.4,0.15,-84.69864683282458
0.30000000000000004,0.45,0.35,0.4,0.15,-59.29611406830901
0.35,0.45,0.35,0.4,0.15,-41.52112168714086
0.4,0.45,0.35,0.4,0.15,-24.251767605002044
0.45,0.45,0.35,0.4,0.15,-5.0974802638172605
0.2,0.15,0.4,0.4,0.15,14.192023907844998
0.25,0.15,0.4,0.4,0.15,34.944894770950214
0.30000000000000004,0.15,0.4,0.4,0.15,50.66696173313437
0.35,0.15,0.4,0.4,0.15,70.55859390313526
0.4,0.15,0.4,0.4,0.15,90.06982535894377
0.45,0.15,0.4,0.4,0.15,107.15654200951866
0.15,0.2,0.4,0.4,0.15,-17.286650933704152
0.25,0.2,0.4,0.4,0.15,18.79607012180702
0.30000000000000004,0.2,0.4,0.4,0.15,37.47025207752296
0.35,0.2,0.4,0.4,0.15,55.078564980771205
0.4,0.2,0.4,0.4,0.15,69.17163098374488
0.45,0.2,0.4,0.4,0.15,89.76988797897815
0.15,0.25,0.4,0.4,0.15,-34.57279485693135
0.2,0.25,0.4,0.4,0.15,-16.964310039581108
0.30000000000000004,0.25,0.4,0.4,0.15,18.655454026760594
0.35,0.25,0.4,0.4,0.15,36.07380163710684
0.4,0.25,0.4,0.4,0.15,53.37024152368252
0.45,0.25,0.4,0.4,0.15,72.02145035835639
0.15,0.30000000000000004,0.4,0.4,0.15,-54.38736280480606
0.2,0.30000000000000004,0.4,0.4,0.15,-36.654444897969086
0.25,0.30000000000000004,0.4,0.4,0.15,-18.38621253660392
0.35,0.30000000000000004,0.4,0.4,0.15,18.742041985644335
0.4,0.30000000000000004,0.4,0.4,0.15,39.38374801956604
0.45,0.30000000000000004,0.4,0.4,0.15,55.7210905834101
0.15,0.35,0.4,0.4,0.15,-70.01189490710863
0.2,0.35,0.4,0.4,0.15,-52.48379049699787
0.25,0.35,0.4,0.4,0.15,-37.18793285646683
0.30000000000000004,0.35,0.4,0.4,0.15,-19.506242787305325
0.4,0.35,0.4,0.4,0.15,21.831130646015026
0.45,0.35,0.4,0.4,0.15,39.29477056416118
0.15,0.4,0.4,0.4,0.15,-88.98034463736411
0.2,0.4,0.4,0.4,0.15,-75.32715874934252
0.25,0.4,0.4,0.4,0.15,-55.81905867163249
0.30000000000000004,0.4,0.4,0.4,0.15,-36.32547725965969
0.35,0.4,0.4,0.4,0.15,-15.820777544035252
0.45,0.4,0.4,0.4,0.15,17.0774783657954
0.15,0.45,0.4,0.4,0.15,-107.82838220935804
0.2,0.45,0.4,0.4,0.15,-91.86399352463167
0.25,0.45,0.4,0.4,0.15,-75.21070193939443
0.30000000000000004,0.45,0.4,0.4,0.15,-55.54911375236679
0.35,0.45,0.4,0.4,0.15,-40.52787640644141
0.4,0.45,0.4,0.4,0.15,-16.09492314012931
0.15,0.15,0.45,0.4,0.15,6.5086484454197375
0.2,0.15,0.45,0.4,0.15,23.522404765796693
0.25,0.15,0.45,0.4,0.15,38.60809663110331
0.30000000000000004,0.15,0.45,0.4,0.15,57.66918172036503
0.35,0.15,0.45,0.4,0.15,75.67715732773502
0.4,0.15,0.45,0.4,0.15,92.75402641962938
0.45,0.15,0.45,0.4,0.15,115.73001843331451
0.15,0.2,0.45,0.4,0.15,-12.457537687559466
0.2,0.2,0.45,0.4,0.15,6.86275308202795
0.25,0.2,0.45,0.4,0.15,22.62818732582184
0.30000000000000004,0.2,0.45,0.4,0.15,41.677296792738446
0.35,0.2,0.45,0.4,0.15,60.63301409139348
0.4,0.2,0.45,0.4,0.15,76.05024794255115
0.45,0.2,0.45,0.4,0.15,99.5814270406222
0.15,0.25,0.45,0.4,0.15,-30.478214505316487
0.2,0.25,0.45,0.4,0.15,-11.631773861029501
0.25,0.25,0.45,0.4,0.15,9.912624915121455
0.30000000000000004,0.25,0.45,0.4,0.15,25.86139159925625
0.35,0.25,0.45,0.4,0.15,40.667779209736125
0.4,0.25,0.45,0.4,0.15,60.50233607063393
0.45,0.25,0.45,0.4,0.15,79.74717179362261
0.15,0.30000000000000004,0.45,0.4,0.15,-48.173854076356065
0.2,0.30000000000000004,0.45,0.4,0.15,-28.193756694370563
0.25,0.30000000000000004,0.45,0.4,0.15,-9.41758200416217
0.30000000000000004,0.30000000000000004,0.45,0.4,0.15,4.296566022085585
0.35,0.30000000000000004,0.45,0.4,0.15,23.20780020118059
0.4,0.30000000000000004,0.45,0.4,0.15,41.336307509820756
0.45,0.30000000000000004,0.45,0.4,0.15,62.773725589000094
0.15,0.35,0.45,0.4,0.15,-64.23784318307798
0.2,0.35,0.45,0.4,0.15,-47.40103682003701
0.25,0.35,0.45,0.4,0.15,-25.890544982040183
0.30000000000000004,0.35,0.45,0.4,0.15,-13.173661190744951
0.35,0.35,0.45,0.4,0.15,7.218119996641349
0.4,0.35,0.45,0.4,0.15,24.03953148077204
0.45,0.35,0.45,0.4,0.15,44.83552466696318
0.15,0.4,0.45,0.4,0.15,-85.21442194359526
0.2,0.4,0.45,0.4,0.15,-65.81933341949195
0.25,0.4,0.45,0.4,0.15,-47.459261573490096
0.30000000000000004,0.4,0.45,0.4,0.15,-29.13409726968257
0.35,0.4,0.45,0.4,0.15,-13.572452651276762
0.4,0.4,0.45,0.4,0.15,10.468553402873624
0.45,0.4,0.45,0.4,0.15,25.64885688410675
0.15,0.45,0.45,0.4,0.15,-102.46881906808665
0.2,0.45,0.45,0.4,0.15,-89.0482319783431
0.25,0.45,0.45,0.4,0.15,-70.77251234221205
0.30000000000000004,0.45,0.45,0.4,0.15,-51.80769924418604
0.35,0.45,0.45,0.4,0.15,-31.02458868576616
0.4,0.45,0.45,0.4,0.15,-13.694743233548365
0.45,0.45,0.45,0.4,0.15,5.2568172032741245
0.15,0.15,0.5,0.4,0.15,10.075448488965264
0.2,0.15,0.5,0.4,0.15,26.841724526479197
0.25,0.15,0.5,0.4,0.15,47.33359837480401
0.30000000000000004,0.15,0.5,0.4,0.15,66.35162972512046
0.35,0.15,0.5,0.4,0.15,82.53860751719355
0.4,0.15,0.5,0.4,0.15,100.166686622089
0.45,0.15,0.5,0.4,0.15,117.02833936723141
0.15,0.2,0.5,0.4,0.15,-7.167316494304714
0.2,0.2,0.5,0.4,0.15,10.346129064042827
0.25,0.2,0.5,0.4,0.15,25.79858240168204
0.30000000000000004,0.2,0.5,0.4,0.15,45.833696216187946
0.35,0.2,0.5,0.4,0.15,65.79597319704362
0.4,0.2,0.5,0.4,0.15,83.86604678388699
0.45,0.2,0.5,0.4,0.15,100.12935248944325
0.15,0.25,0.5,0.4,0.15,-22.665032661143414
0.2,0.25,0.5,0.4,0.15,-4.592775663846169
0.25,0.25,0.5,0.4,0.15,11.054835834893652
0.30000000000000004,0.25,0.5,0.4,0.15,32.26909811868461
0.35,0.25,0.5,0.4,0.15,41.90781235174205
0.4,0.25,0.5,0.4,0.15,63.96440604419115
0.45,0.25,0.5,0.4,0.15,87.06405558403986
0.15,0.30000000000000004,0.5,0.4,0.15,-39.92443572088956
0.2,0.30000000000000004,0.5,0.4,0.15,-21.037608727161967
0.25,0.30000000000000004,0.5,0.4,0.15,-5.586404007412796
0.30000000000000004,0.30000000000000004,0.5,0.4,0.15,9.812871269459038
0.35,0.30000000000000004,0.5,0.4,0.15,25.962678263565067
0.4,0.30000000000000004,0.5,0.4,0.15,49.973343840820974
0.45,0.30000000000000004,0.5,0.4,0.15,68.72104621480543
0.15,0.35,0.5,0.4,0.15,-58.62387837989087
0.2,0.35,0.5,0.4,0.15,-40.629655440757404
0.25,0.35,0.5,0.4,0.15,-25.506534496146116
0.30000000000000004,0.35,0.5,0.4,0.15,-8.865359870898772
0.35,0.35,0.5,0.4,0.15,8.499057482941907
0.4,0.35,0.5,0.4,0.15,27.5385207599698
0.45,0.35,0.5,0.4,0.15,43.809867827881476
0.15,0.4,0.5,0.4,0.15,-79.39503525971298
0.2,0.4,0.5,0.4,0.15,-60.876535349223786
0.25,0.4,0.5,0.4,0.15,-46.482223548414424
0.30000000000000004,0.4,0.5,0.4,0.15,-27.10759247422436
0.35,0.4,0.5,0.4,0.15,-4.7751189331542605
0.4,0.4,0.5,0.4,0.15,8.061566254956176
0.45,0.4,0.5,0.4,0.15,29.677612758226587
0.15,0.45,0.5,0.4,0.15,-95.94404705540836
0.2,0.45,0.5,0.4,0.15,-79.23604415514541
0.25,0.45,0.5,0.4,0.15,-64.69637115575716
0.30000000000000004,0.45,0.5,0.4,0.15,-44.508489584718575
0.35,0.45,0.5,0.4,0.15,-29.054711339623225
0.4,0.45,0.5,0.4,0.15,-9.119076732643691
0.45,0.45,0.5,0.4,0.15,8.684168129923023
0.15,0.15,0.55,0.4,0.15,17.511187470937273
0.2,0.15,0.55,0.4,0.15,33.18115135169495
0.25,0.15,0.55,0.4,0.15,52.84963302526518
0.30000000000000004,0.15,0.55,0.4,0.15,70.8464432349316
0.35,0.15,0.55,0.4,0.15,86.86703713031841
0.4,0.15,0.55,0.4,0.15,105.22513222714878
0.45,0.15,0.55,0.4,0.15,121.96999105803127
0.15,0.2,0.55,0.4,0.15,1.723214731393
0.2,0.2,0.55,0.4,0.15,16.730740185007164
0.25,0.2,0.55,0.4,0.15,33.21224570054932
0.30000000000000004,0.2,0.55,0.4,0.15,52.67325249537373
0.35,0.2,0.55,0.4,0.15,68.38307281613902
0.4,0.2,0.55,0.4,0.15,86.27699607416389
0.45,0.2,0.55,0.4,0.15,110.50681902577537
0.15,0.25,0.55,0.4,0.15,-16.91671783981377
0.2,0.25,0.55,0.4,0.15,-0.7951632888619429
0.25,0.25,0.55,0.4,0.15,17.548467629995116
0.30000000000000004,0.25,0.55,0.4,0.15,31.812051618525004
0.35,0.25,0.55,0.4,0.15,52.33773787732565
0.4,0.25,0.55,0.4,0.15,71.32129082476519
0.45,0.25,0.55,0.4,0.15,88.99695628568514
0.15,0.30000000000000004,0.55,0.4,0.15,-35.379159433709276
0.2,0.30000000000000004,0.55,0.4,0.15,-17.4753370407833
0.25,0.30000000000000004,0.55,0.4,0.15,-2.0160516679706575
0.30000000000000004,0.30000000000000004,0.55,0.4,0.15,18.755382752959633
0.35,0.30000000000000004,0.55,0.4,0.15,35.588463992661616
0.4,0.30000000000000004,0.55,0.4,0.15,49.58568485872257
0.45,0.30000000000000004,0.55,0.4,0.15,71.526716095045
0.15,0.35,0.55,0.4,0.15,-50.549277489273436
0.2,0.35,0.55,0.4,0.15,-33.93930365319261
0.25,0.35,0.55,0.4,0.15,-18.093581507141323
0.30000000000000004,0.35,0.55,0.4,0.15,-2.562161591524273
0.35,0.35,0.55,0.4,0.15,13.8292736460985
0.4,0.35,0.55,0.4,0.15,35.04852950603379
0.45,0.35,0.55,0.4,0.15,49.66869900756751
0.15,0.4,0.55,0.4,0.15,-70.22517611236458
0.2,0.4,0.55,0.4,0.15,-56.026014594302694
0.25,0.4,0.55,0.4,0.15,-37.17953442898312
0.30000000000000004,0.4,0.55,0.4,0.15,-22.89806086631961
0.35,0.4,0.55,0.4,0.15,0.13988515078335695
0.4,0.4,0.55,0.4,0.15,12.795406535649818
0.45,0.4,0.55,0.4,0.15,37.00586044893333
0.15,0.45,0.55,0.4,0.15,-89.2281358450162
0.2,0.45,0.55,0.4,0.15,-75.76716090333423
0.25,0.45,0.55,0.4,0.15,-60.84279631647888
0.30000000000000004,0.45,0.55,0.4,0.15,-37.25509723562624
0.35,0.45,0.55,0.4,0.15,-21.840100497970752
0.4,0.45,0.55,0.4,0.15,-4.340496138244816
0.45,0.45,0.55,0.4,0.15,16.982892694691657
0.15,0.15,0.25,0.45,0.15,-24.023208044151772
0.2,0.15,0.25,0.45,0.15,-6.305580232139732
0.25,0.15,0.25,0.45,0.15,10.591406150629666
0.30000000000000004,0.15,0.25,0.45,0.15,30.18561388798787
0.35,0.15,0.25,0.45,0.15,48.98206315717658
0.4,0.15,0.25,0.45,0.15,67.77283041361915
0.45,0.15,0.25,0.45,0.15,89.49425703148495
0.15,0.2,0.25,0.45,0.15,-39.574439955471746
0.2,0.2,0.25,0.45,0.15,-21.37100658090992
0.25,0.2,0.25,0.45,0.15,-7.00523874243089
0.30000000000000004,0.2,0.25,0.45,0.15,14.492475516573109
0.35,0.2,0.25,0.45,0.15,32.78410484286621
0.4,0.2,0.25,0.45,0.15,52.00184390745039
0.45,0.2,0.25,0.45,0.15,70.44626680088987
0.15,0.25,0.25,0.45,0.15,-55.84425394502051
0.2,0.25,0.25,0.45,0.15,-38.73657840388904
0.25,0.25,0.25,0.45,0.15,-23.13915974038804
0.30000000000000004,0.25,0.25,0.45,0.15,-3.833417720641819
0.35,0.25,0.25,0.45,0.15,15.484408909365357
0.4,0.25,0.25,0.45,0.15,34.08961681864787
0.45,0.25,0.25,0.45,0.15,54.06389408399667
0.15,0.30000000000000004,0.25,0.45,0.15,-72.563943578801
0.2,0.30000000000000004,0.25,0.45,0.15,-60.28417844452849
0.25,0.30000000000000004,0.25,0.45,0.15,-39.344502898833355
0.30000000000000004,0.30000000000000004,0.25,0.45,0.15,-23.63242177015519
0.35,0.30000000000000004,0.25,0.45,0.15,-2.8583504672916433
0.4,0.30000000000000004,0.25,0.45,0.15,17.768281622535596
0.45,0.30000000000000004,0.25,0.45,0.15,34.534799985147856
0.15,0.35,0.25,0.45,0.15,-95.74450294087796
0.2,0.35,0.25,0.45,0.15,-73.00073048426708
0.25,0.35,0.25,0.45,0.15,-58.723573661535625
0.30000000000000004,0.35,0.25,0.45,0.15,-38.18183285999055
0.35,0.35,0.25,0.45,0.15,-17.054527589836482
0.4,0.35,0.25,0.45,0.15,-3.207282442670646
0.45,0.35,0.25,0.45,0.15,16.494207104488623
0.15,0.4,0.25,0.45,0.15,-109.4348184863004
0.2,0.4,0.25,0.45,0.15,-93.7945592788127
0.25,0.4,0.25,0.45,0.15,-77.03670312141793
0.30000000000000004,0.4,0.25,0.45,0.15,-59.050896782595544
0.35,0.4,0.25,0.45,0.15,-42.34045415524156
0.4,0.4,0.25,0.45,0.15,-20.939078564347028
0.45,0.4,0.25,0.45,0.15,-2.2197732304181272
0.15,0.45,0.25,0.45,0.15,-132.7640632736452
0.2,0.45,0.25,0.45,0.15,-112.1737666984763
0.25,0.45,0.25,0.45,0.15,-92.53767396744337
0.30000000000000004,0.45,0.25,0.45,0.15,-77.44393894656707
0.35,0.45,0.25,0.45,0.15,-59.12923353468955
0.4,0.45,0.25,0.45,0.15,-35.19408951423037
0.45,0.45,0.25,0.45,0.15,-20.499354093466764
0.15,0.15,0.3,0.45,0.15,-19.633622250170674
0.2,0.15,0.3,0.45,0.15,0.5720179062191164
0.25,0.15,0.3,0.45,0.15,13.564059796100196
